ranking_code,source_ranking_slug,source_period_slug,source_type,source_id,target_type,rank_no,title,image_url,author_name,narrator_name,summary,source_url,jump_url,source
LR_RANK_HOT_WEEK,hot,week,book,38490616,album,11,神秘复苏|冠冠演播|恐怖惊悚|火爆神作灵异悬疑|江湖物资|异能布局,https://bookpic.lrts.me/TLbkyoOYi3WHrVGgzGA6qA3uQ6qJLSY4-1-38490616.png,佛前献花,冠冠,人是杀不死鬼的！能对付鬼的只有鬼！驭鬼者！ “我叫杨间，当你看到这句话的时候我已经死了......” 一张诡异的羊皮卷，一只窥视黑暗的眼睛，这是一个活下来的人经历,https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/38490616,lrts
LR_RANK_HOT_WEEK,hot,week,book,18470271,album,12,蛊真人|大爱仙尊|暗黑流|多人有声剧|曲中人工作室|大反派,https://bookpic.lrts.me/qgqjZAmlnAobsaI35TaupxJxni7DPLfa-1-18470271.png,蛊真人,曲中人有故事,人是万物之灵，蛊是天地真精。三观不正，魔头重生。 昔日旧梦，同名新作。一个穿越者不断重生的故事。 一个养蛊、炼蛊、用蛊的奇特世界。 春秋蝉、月光蛊、酒虫、一气金光,https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/18470271,lrts
LR_RANK_HOT_WEEK,hot,week,book,39796858,album,13,仙逆|完结多人剧|王林李慕婉|动漫原著|曲中人有故事演播,https://bookpic.lrts.me/stpds31r1q5erdnXhy14i375i0cdnedl.png,耳根,曲中人有故事,自古顺天者，为天地之宠儿，这宠儿的背后，却是蝼蚁之身！我之道，非顺天，而是以心中之感动，逆天而行，逆仙而修，求的不仅是长生，更多的却是摆脱那背后的蝼蚁之身，此为逆,https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/39796858,lrts
LR_RANK_HOT_WEEK,hot,week,book,28893944,album,14,重生八一渔猎西北|赶海|年代|种田|都市重生爽文|多人精品有声剧,https://bookpic.lrts.me/2QbCsfNYShGq8pLHzw5YxrLTOFD1AYZE-1-28893944.png,羁中马,游美有声都市精品有声书,带着上一世许多遗憾的李龙，重生回到了八一年。这一年，土地还没包干，他还没成家，哥哥也没因为他摔死，而侄子侄女还健康成长。引发后世一切问题的根源还没发生，一切都还来,https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/28893944,lrts
LR_RANK_HOT_WEEK,hot,week,book,62765656,album,15,逍遥四公子|爆笑穿越|重生逆袭|精品多人有声剧,https://bookpic.lrts.me/J9PbTdeJVkzOFu97O2pcueCLPplOVWDl-1-62765656.png,修果,今声有幸,宁宸穿越到了一个历史中从未出现过的朝代，本想一心搞钱，做个快乐逍遥的富家翁，三妻四妾，安度余生...可结果一不小心声名鹊起，名动大玄皇朝。 少年扬刀，诛奸臣，平四,https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/62765656,lrts
LR_RANK_HOT_WEEK,hot,week,book,18616507,album,16,第一召唤师|全网首发|多播精配|七猫霸榜神作|第一瞳术师姊妹篇,https://bookpic.lrts.me/OeyvL0WAt3l0RGpYuKRlHcG3RvtbjeXF-1-18616507.png,喵喵大人,汉盟声产队,灵契召万兽 魂印破九幽 沈烟，本是末世最强的异能统治者，却在对付丧尸时遭逢队友背叛陨落。再次睁眼时，她发现自己竟成为归元大陆召唤师家族的废材少女！废材？她觉醒主心,https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/18616507,lrts
LR_RANK_HOT_WEEK,hot,week,book,61752466,album,17,史上最强赘婿|百人多播剧|轻松搞笑|小白爽文|软饭流,https://bookpic.lrts.me/6joxY9BSurm1XeFVHNdypXNx4Ccebf0x-1-61752466.png,沉默的糕点,五道口有声剧社,穿越变吃软饭的赘婿，高智商装叉打脸爽文，套路层出不穷，环环相扣。 人竟然可以无耻到只能用3个字形容：骚，贱，浪。 穿越异世成为财主家的小白脸赘婿，因太废物被赶出来,https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/61752466,lrts
LR_RANK_HOT_WEEK,hot,week,book,40940606,album,18,苟在武道世界成圣|东方玄幻|穿越重生|逆袭人生|精品多人剧,https://bookpic.lrts.me/qiRopsLouKEawVzFc6TbKEaM3n4iEB6W-1-40940606.png,在水中的纸老虎,声音盒子工作室,遭遇穿越，资质平平的陈庆只想活着，于是他成了最不起眼的扫地杂役。 【宗门天才为秘籍打生打死？】 【魔道巨擘下山掀起血雨？】十步之外，暗器快；十步之内，暗器又准又快,https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/40940606,lrts
LR_RANK_HOT_WEEK,hot,week,book,81499825,album,19,不让江山|大斌|架空历史&热血江湖多人有声剧,https://bookpic.lrts.me/QlrmAud2WXY3CSy0TxpR4ZohcARFgsYH-1-81499825.png,,大斌,我本观天下，满是英雄豪杰。 我再观天下，皆为乌合之众。 这江山万民与其交给你们，不如我自取之。 盛世文明兴，乱世枭雄起。 在这乱世之中，有些人，只是单纯地想要活着,https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/81499825,lrts
LR_RANK_HOT_WEEK,hot,week,book,71978227,album,20,凡人修仙传|多人有声剧|杨洋主演影视原著|大结局抢先听,https://bookpic.lrts.me/EIa9uP87PrM9F6ezQSfiomhh5puDGM1e-1-71978227.png,佚名,爱时光音社,"电视剧完结节点：第221集 一个普通山村小子，偶然下进入到当地江湖小门派。他以这样身份，如何在门派中立足,如何以平庸的资质进入到修仙的行列，从而笑傲三界之中！",https://www.lrts.me/rank/hot/week,https://www.lrts.me/book/71978227,lrts
LR_RANK_HOT_MONTH,hot,month,book,29513169,album,1,盗墓笔记|精品有声剧|全8部|南派三叔|冠声制作,https://bookpic.lrts.me/wrwIaDlEYw17mCz8YZtzSPUyN8jEDS4B-1-29513169.png,南派三叔,冠声文化,《吴邪私家笔记》影视原著，剧情对应《盗墓笔记》第1-2册：《盗墓笔记之七星鲁王宫》、《盗墓笔记之怒海潜沙》。 全明星阵容演播全新有声剧，沉浸式盗墓之旅，开启全新听,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/29513169,lrts
LR_RANK_HOT_MONTH,hot,month,book,94326793,album,2,道士不好惹|古井观传奇|全新重制多人版|风水玄学|骨头演播,https://bookpic.lrts.me/wf5zrq5UvwKVUQQ9Kxg3MjIFhQybM16R-1-94326793.png,困的睡不着,萌鹿剧场,晋忠和老板踏上终南山古井村的神秘之旅，陈三金因家族厄运寻求道观庇护。向缺发现陈家风水遭破坏，与厉鬼激战并成功驱除，却揭露更大阴谋。陈三金调查内鬼，向缺潜入湖底破解,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/94326793,lrts
LR_RANK_HOT_MONTH,hot,month,book,89162581,album,3,重回小渔村|赶海|年代文|都市重生爽文|种田|多人精品有声剧,https://bookpic.lrts.me/EcFmukjNjRK3qXWnHWIoRelY1nsugXDy-1-89162581.png,米饭的米,游美有声都市精品有声书,叶耀东只是睡不着觉，想着去甲板上吹吹风，尿个尿，没想到掉海里回到了1982年。 还是那个熟悉的小渔村，只是他已经不是年轻时候的他了。 混账了半辈子，这回他想好好来,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/89162581,lrts
LR_RANK_HOT_MONTH,hot,month,book,58300278,album,4,北派盗墓笔记|周建龙演播|全网霸榜|写实盗墓文| 灵异探险|作者云峰,https://bookpic.lrts.me/1dG1x8A9dfn6I4RlEDXSYHHbkpaXwAT2-1-58300278.png,云峰,周建龙本尊,我是一个东北山村的穷小子，二十世纪初，为了出人头地，我加入了一个北方派盗墓团伙。从南到北，江湖百态，三教九流，这么多年从少年混到了中年，酒量见长，岁月蹉跎，我曾接,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/58300278,lrts
LR_RANK_HOT_MONTH,hot,month,book,81778725,album,5,边军悍卒|已追平作者更新|千人多播|脑洞穿越,https://bookpic.lrts.me/NvMCN4qH0LCm6ulglfRtuu5EA7yCz2Nz-1-81778725.png,木有金箍,三里屯爽文剧场,大宗三年，冬。铁真族犯边，大宗王朝镇西军边城被困，战事吃紧。内有符王赵争，勾结黑巾盗起兵谋反，连下数城。大宗王朝顿时处在内忧外困，风雨飘摇之中。同年冬，林丰意外穿,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/81778725,lrts
LR_RANK_HOT_MONTH,hot,month,book,50128375,album,6,诡神冢|周建龙监制|堪比盗墓笔记|悬疑灵异|精品多播有声剧,https://bookpic.lrts.me/w9t0sMTzMWzoR6gn0gcPOUU8uma4j8Bn-1-50128375.png,焚天孔雀,周建龙本尊,神灵真的存在吗？他们现在又去了哪里？ 封神榜中的姜子牙到底是什么人？ 5000年前这片大地上，到底发生了什么？ 废柴流|杀手|热血|盗墓,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/50128375,lrts
LR_RANK_HOT_MONTH,hot,month,book,18664199,album,7,剑来|精品三播|动漫2剧情抢先听|对应第66集,https://bookpic.lrts.me/a1bb68c0f2e3496ca3f13d515f10eda2.png,佚名,TME有声剧场,收听指引： 动漫第二季的第8集，对应第96集：嫁衣女鬼 动漫第二季的第7集，对应第90集：天地有气 动漫第二季的第6集：对应第87集：阿良斩白玉京 动漫第2季剧情,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/18664199,lrts
LR_RANK_HOT_MONTH,hot,month,book,66559365,album,8,大魏疯王|大魏逍遥王|全网霸榜|爽文|无敌流,https://bookpic.lrts.me/ptZNchTas9JGciphpf2uAb0o3CnN0mQn-1-66559365.png,咸青柠,冠声文化,本书又名《大魏逍遥王》、《密谋造反二十年，别人却以为我是傻子》、《太子无能为力，求我帮帮太子妃》 凌宁魂穿异界，成为大魏国的六皇子。天下人皆知六皇子为人憨傻、疯疯,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/66559365,lrts
LR_RANK_HOT_MONTH,hot,month,book,60414795,album,9,无敌六皇子|百人多播剧|爆笑轻松|脑洞穿越|全网爆款,https://bookpic.lrts.me/z3mnlxMXxg0T1fIZlWUZx4p1KO6FJuZE-1-60414795.png,梁山老鬼,陪你悦读,云铮穿越成大乾王朝六皇子，只想安心搞军权当老六！军权在手，天下我有！ 文帝：老六，你那几哥哥越来不像话了，借父皇十万兵马收拾他们！ 太子：老弟，有话好好说，别带着,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/60414795,lrts
LR_RANK_HOT_MONTH,hot,month,book,49579121,album,10,捞尸人|刺儿多播剧|起点TOP1霸榜内容,https://bookpic.lrts.me/y7EFmQTLVaFi38Izi1cOdZejd2AxOrCA-1-49579121.png,纯洁滴小龙,刺儿,这是围绕捞尸人这一特殊职业展开的故事。主角叫李追远，在小山村长大，后来回到了外公家住，和外公一起生活，而他的外公就是一位捞尸人。 李追远就这样在农村的生活中慢慢长,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/49579121,lrts
LR_RANK_HOT_MONTH,hot,month,book,38490616,album,11,神秘复苏|冠冠演播|恐怖惊悚|火爆神作灵异悬疑|江湖物资|异能布局,https://bookpic.lrts.me/TLbkyoOYi3WHrVGgzGA6qA3uQ6qJLSY4-1-38490616.png,佛前献花,冠冠,人是杀不死鬼的！能对付鬼的只有鬼！驭鬼者！ “我叫杨间，当你看到这句话的时候我已经死了......” 一张诡异的羊皮卷，一只窥视黑暗的眼睛，这是一个活下来的人经历,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/38490616,lrts
LR_RANK_HOT_MONTH,hot,month,book,18470271,album,12,蛊真人|大爱仙尊|暗黑流|多人有声剧|曲中人工作室|大反派,https://bookpic.lrts.me/qgqjZAmlnAobsaI35TaupxJxni7DPLfa-1-18470271.png,蛊真人,曲中人有故事,人是万物之灵，蛊是天地真精。三观不正，魔头重生。 昔日旧梦，同名新作。一个穿越者不断重生的故事。 一个养蛊、炼蛊、用蛊的奇特世界。 春秋蝉、月光蛊、酒虫、一气金光,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/18470271,lrts
LR_RANK_HOT_MONTH,hot,month,book,39796858,album,13,仙逆|完结多人剧|王林李慕婉|动漫原著|曲中人有故事演播,https://bookpic.lrts.me/stpds31r1q5erdnXhy14i375i0cdnedl.png,耳根,曲中人有故事,自古顺天者，为天地之宠儿，这宠儿的背后，却是蝼蚁之身！我之道，非顺天，而是以心中之感动，逆天而行，逆仙而修，求的不仅是长生，更多的却是摆脱那背后的蝼蚁之身，此为逆,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/39796858,lrts
LR_RANK_HOT_MONTH,hot,month,book,28893944,album,14,重生八一渔猎西北|赶海|年代|种田|都市重生爽文|多人精品有声剧,https://bookpic.lrts.me/2QbCsfNYShGq8pLHzw5YxrLTOFD1AYZE-1-28893944.png,羁中马,游美有声都市精品有声书,带着上一世许多遗憾的李龙，重生回到了八一年。这一年，土地还没包干，他还没成家，哥哥也没因为他摔死，而侄子侄女还健康成长。引发后世一切问题的根源还没发生，一切都还来,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/28893944,lrts
LR_RANK_HOT_MONTH,hot,month,book,62765656,album,15,逍遥四公子|爆笑穿越|重生逆袭|精品多人有声剧,https://bookpic.lrts.me/J9PbTdeJVkzOFu97O2pcueCLPplOVWDl-1-62765656.png,修果,今声有幸,宁宸穿越到了一个历史中从未出现过的朝代，本想一心搞钱，做个快乐逍遥的富家翁，三妻四妾，安度余生...可结果一不小心声名鹊起，名动大玄皇朝。 少年扬刀，诛奸臣，平四,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/62765656,lrts
LR_RANK_HOT_MONTH,hot,month,book,18616507,album,16,第一召唤师|全网首发|多播精配|七猫霸榜神作|第一瞳术师姊妹篇,https://bookpic.lrts.me/OeyvL0WAt3l0RGpYuKRlHcG3RvtbjeXF-1-18616507.png,喵喵大人,汉盟声产队,灵契召万兽 魂印破九幽 沈烟，本是末世最强的异能统治者，却在对付丧尸时遭逢队友背叛陨落。再次睁眼时，她发现自己竟成为归元大陆召唤师家族的废材少女！废材？她觉醒主心,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/18616507,lrts
LR_RANK_HOT_MONTH,hot,month,book,61752466,album,17,史上最强赘婿|百人多播剧|轻松搞笑|小白爽文|软饭流,https://bookpic.lrts.me/6joxY9BSurm1XeFVHNdypXNx4Ccebf0x-1-61752466.png,沉默的糕点,五道口有声剧社,穿越变吃软饭的赘婿，高智商装叉打脸爽文，套路层出不穷，环环相扣。 人竟然可以无耻到只能用3个字形容：骚，贱，浪。 穿越异世成为财主家的小白脸赘婿，因太废物被赶出来,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/61752466,lrts
LR_RANK_HOT_MONTH,hot,month,book,40940606,album,18,苟在武道世界成圣|东方玄幻|穿越重生|逆袭人生|精品多人剧,https://bookpic.lrts.me/qiRopsLouKEawVzFc6TbKEaM3n4iEB6W-1-40940606.png,在水中的纸老虎,声音盒子工作室,遭遇穿越，资质平平的陈庆只想活着，于是他成了最不起眼的扫地杂役。 【宗门天才为秘籍打生打死？】 【魔道巨擘下山掀起血雨？】十步之外，暗器快；十步之内，暗器又准又快,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/40940606,lrts
LR_RANK_HOT_MONTH,hot,month,book,95181566,album,19,大奉打更人|多人有声剧|破亿完结爆款|王鹤棣、田曦薇主演影视|卖报小郎君,https://bookpic.lrts.me/xuoGO6nNFJNzXgl3rLkXX5cPC35EmMeG-1-95181566.png,卖报小郎君,百里屠屠,这个世界，有儒；有道；有佛；有妖；有术士。 警校毕业的许七安幽幽醒来，发现自己身处牢狱之中，三日后流放边陲...... 他起初的目的是自保，顺便在这个没有人权的社,https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/95181566,lrts
LR_RANK_HOT_MONTH,hot,month,book,71978227,album,20,凡人修仙传|多人有声剧|杨洋主演影视原著|大结局抢先听,https://bookpic.lrts.me/EIa9uP87PrM9F6ezQSfiomhh5puDGM1e-1-71978227.png,佚名,爱时光音社,"电视剧完结节点：第221集 一个普通山村小子，偶然下进入到当地江湖小门派。他以这样身份，如何在门派中立足,如何以平庸的资质进入到修仙的行列，从而笑傲三界之中！",https://www.lrts.me/rank/hot/month,https://www.lrts.me/book/71978227,lrts
LR_RANK_HOT_ALL,hot,all,book,1377,album,1,仙逆|朱宇演播|热播动漫原著|全网追听经典版本|全篇完结,https://bookpic.lrts.me/2JIyfm49YBT2gNDO71ETHs9ThpJyukXs-1-1377.png,耳根,朱宇,大神耳根仙侠巅峰之作！顺为凡，逆则仙，只在心中一念间！且看一个平庸少年踏入仙途，如何一步一步走向巅峰，凭一己之力，扬名修真界！,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/1377,lrts
LR_RANK_HOT_ALL,hot,all,book,30291,album,2,武极天下|丹羽道演播,https://bookpic.lrts.me/tFg0uZKg7XG9J3w0WFduRFIfA1gmycS1-1-30291.png,蚕茧里的牛,闻道有声工作室-丹羽道,一个梦想进入武府圣地的普通少年，立志追求极致武学。 然而面对竞争激烈的考核，又有世家子弟的借势压人，小小平凡少年如何立足？ 宗门传承严格保密，核心功法概不外传，在,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/30291,lrts
LR_RANK_HOT_ALL,hot,all,book,5622,album,3,斗破苍穹|《缘起》篇动漫热播|大灰狼演播,https://bookpic.lrts.me/c29ce1e93a614e9c8950ab634ca1c56d.jpg,天蚕土豆,大灰狼,萧炎，主人公，萧家历史上空前绝后的斗气修炼天才。4岁就开始修炼斗之气，10岁拥有了九段斗之气，11岁突破十段斗之气，一跃成为家族百年来最年轻的斗者。然而在12岁那,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/5622,lrts
LR_RANK_HOT_ALL,hot,all,book,598,album,4,凡人修仙传|大灰狼演播|杨洋主演影视原著|大结局抢先听|忘语|仙侠修真|凡人流,https://bookpic.lrts.me/wMHbubjQA9LSlHbT5YiGKbGoFRzDjLdz-1-598.png,忘语,大灰狼,"一个普通山村小子，偶然下进入到当地江湖小门派，成了一名记名弟子。他以这样身份，如何在门派中立足,如何以平庸的资质进入到修仙者的行列，从而笑傲三界之中！ 凡人修仙传",https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/598,lrts
LR_RANK_HOT_ALL,hot,all,book,81778725,album,5,边军悍卒|已追平作者更新|千人多播|脑洞穿越,https://bookpic.lrts.me/NvMCN4qH0LCm6ulglfRtuu5EA7yCz2Nz-1-81778725.png,木有金箍,三里屯爽文剧场,大宗三年，冬。铁真族犯边，大宗王朝镇西军边城被困，战事吃紧。内有符王赵争，勾结黑巾盗起兵谋反，连下数城。大宗王朝顿时处在内忧外困，风雨飘摇之中。同年冬，林丰意外穿,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/81778725,lrts
LR_RANK_HOT_ALL,hot,all,book,50128375,album,6,诡神冢|周建龙监制|堪比盗墓笔记|悬疑灵异|精品多播有声剧,https://bookpic.lrts.me/w9t0sMTzMWzoR6gn0gcPOUU8uma4j8Bn-1-50128375.png,焚天孔雀,周建龙本尊,神灵真的存在吗？他们现在又去了哪里？ 封神榜中的姜子牙到底是什么人？ 5000年前这片大地上，到底发生了什么？ 废柴流|杀手|热血|盗墓,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/50128375,lrts
LR_RANK_HOT_ALL,hot,all,book,6522,album,7,乱世枭雄,https://bookpic.lrts.me/c4c71c2aefab494190584530c4e5978e.png,佚名,鞍山广播评书,这是单田芳自己非常满意的作品，亿万粉丝尤为喜爱的评书经典，一部融政治、历史、军事、权谋于一体的百科全书，讲述了一代枭雄张作霖的传奇人生。,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/6522,lrts
LR_RANK_HOT_ALL,hot,all,book,66559365,album,8,大魏疯王|大魏逍遥王|全网霸榜|爽文|无敌流,https://bookpic.lrts.me/ptZNchTas9JGciphpf2uAb0o3CnN0mQn-1-66559365.png,咸青柠,冠声文化,本书又名《大魏逍遥王》、《密谋造反二十年，别人却以为我是傻子》、《太子无能为力，求我帮帮太子妃》 凌宁魂穿异界，成为大魏国的六皇子。天下人皆知六皇子为人憨傻、疯疯,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/66559365,lrts
LR_RANK_HOT_ALL,hot,all,book,60414795,album,9,无敌六皇子|百人多播剧|爆笑轻松|脑洞穿越|全网爆款,https://bookpic.lrts.me/z3mnlxMXxg0T1fIZlWUZx4p1KO6FJuZE-1-60414795.png,梁山老鬼,陪你悦读,云铮穿越成大乾王朝六皇子，只想安心搞军权当老六！军权在手，天下我有！ 文帝：老六，你那几哥哥越来不像话了，借父皇十万兵马收拾他们！ 太子：老弟，有话好好说，别带着,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/60414795,lrts
LR_RANK_HOT_ALL,hot,all,book,94024799,album,10,星痕之门|全网首发|伪戒新书|精品多播,https://bookpic.lrts.me/Dti1KDS7RgiCohbPc3LDdKSqBDf3gnJt-1-94024799.png,伪戒,声之优,世间有星门，入者皆成神。 在监狱已服刑三年半的任也，突然被一位神秘人接见。 对方说：“如果你愿意参加一个游戏，现在就可以出去，代价是……可能会死。” 许多年后，任,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/94024799,lrts
LR_RANK_HOT_ALL,hot,all,book,28271,album,11,校花的贴身高手|御剑听风演播,https://bookpic.lrts.me/RVoUIUHYcawlgjKRSXSWfikR4XtKJQ4g-1-28271.png,鱼人二代,听米有声,传奇杀手回归都市，奉旨保护校花！我是校花的贴身高手，你们最好离我远一点，不然大小姐又要吃醋了！,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/28271,lrts
LR_RANK_HOT_ALL,hot,all,book,71931128,album,12,上门龙婿|影视剧《进击的叶辰》影视原著|至尊龙婿叶辰,https://bookpic.lrts.me/EhYPSoNnXi5kIN5kbUcKbP1jQe3nBUKl-1-71931128.png,叶公子,任京浩,叶家在燕京、在全国都是顶尖的家族之一。而叶辰却是所有人都瞧不起的上门女婿。没有人知道他的真实身份。那些瞧不起他的人，终究要跪在他的面前，诚惶诚恐的叫他一声爷,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/71931128,lrts
